city,eldership,street,object_name,total_views,views_today,likes,price,price_sq,house_number,flat_number,area,rooms,floor,total_floors,year,object_type,building_type,heating,furnishing,energy_class,window_direction,qualities,facilities,equipment,security,object_id,distance_kindergarden,distance_school,distance_bus_stop,distance_shop,crimes,no2,kd10,time_cathedral,time_train_station,distance_cathedral,distance_train_station,description,contact
Vilnius, Šeškinė, Ozo g., 2 kambarių butas,4920,69,64,195000,4218,41,,46.23,2,4,6,2022,,Mūrinis,Centrinis kolektorinis,Įrengtas,,Rytai,Yra liftas,,,,,210,170,60,450,,,,19.0,22.0,5.5,6.9,"Parduodamas pilnai įrengtas 46,23 kv. m dydžio butas, kuris įsikūręs strategiškai puikioje vietoje naujos statybos name – šalia Karoliniškių draustinio, Vilniuje, projekte ""Paukščių takas

Privalumai:

• Erdvus balkonas su vaizdais į Vilniaus centrą bei Gedimino pilį.
• Butas pilnai įrengtas su visa buitine technika, individualiai gaminti baldai, naudojant tik aukšiausčios kokybės medžiagas ir kokybiška buitinę techniką.
• 1 kilometro spindulių rasite visas reikiamas įstaigas kasdieniam gyvenimui - darželis, mokyklos, stotelės, šeimos poliklinika, prekybos centrai ir parduotuvės, Karoliniškių kraštovaizdžio drausitinis ir sporto klubas.
• Bute yra rekuperacinė sistema ir šildomos grindys.
• Pačiame projekte yra didžiulė nemokama parkavimo aikštelė ir taip pat yra galima parkavimo nuoma po namu (45eur/mėn)

Bendra informacija:
• Išplanavimas: atskiras miegamasis kambarys, svetainė su virtuve, vonios kambarys su WC bei vonia su dušu
• Plotas: 46,23 kv.m;
• 4 aukštas iš 6;
• Parduodamas kartu su baldais ir buitine technnika.


Namas ir aplinka:
• Statybos metai 2022;
• Tvarkinga laiptinė;
• Name yra liftas;
• Name yra bendra terasa;
• Aptverta teritorija;
• Yra vaikų žaidimų aikštelė, kiemų funkcinės zonos ir išvystyta gyvenvietės infrastruktūra.

Vieta:
• Namas yra patogioje ir gražioje vietoje, bene aukščiausioje Vilniaus vietoje, šalia Karoliniškių kraštovaizdžio draustinio, kurio žalieji elementai pratęsti šio naujojo kvartalo kiemuose. Šalia plyti ir Ozo geomorfologinis draustinis
• Netoliese yra vaikų darželiai, mokyklos, apšviesti takai, netoli Akropolis, Panorama
• Strategiškai labai patogi vieta - puikus susisiekimas su visais Viniaus rajonais.",+370 663 95220
Vilnius, Pašilaičiai, Eitminų g., 3 kambarių butas,3523,36,29,195000,2447,12,,79.69,3,5,9,2016,,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Vakarai, rytai",Yra liftas,,,,,70,910,170,420,,,,27.0,30.5,8.8,10.3,"PARDUODAMAS SKONINGAI IR JAUKIAI ĮRENGTAS 3 KAMBARIŲ BUTAS, PAŠILAIČIUOSE.
PRIVALUMAI:
- Butas erdvus 79,69 kv.m.
- Svetainė sujungta sujungta su virtuve ir du atskiri miegamieji
- Kolektorinis šildymas, todėl šildymo išlaidos nedidelės
- Butas nėra kampinis
- Patogus išplanavimas
- Šiuolaikiškai,moderniai ir kokybiškai įrengtas
- Buto įrengiamui buvo naudojamos tik kokybiškos apdailos medziagos,bei geri ir kokybiški baldai
- Erdvios sieninės spintos
- Strategiškai patogioje miesto vietoje, geras susisiekimas su kitais rajonais,šalia yra vakarinis aplinkelis
- Netoli įsikūrę mokymo, gydymo įstaigos, arti didieji prekybos centrai,grožio salonai, įvairūs sporto klubai
- Butas parduodamas su visais baldais ir buitine technika, todėl Jums nereikės niekuom rūpintis,beliks atsikraustyti ir komfortiškai gyventi.
BENDRA INFORMACIJA:
- Adresas:Eitminų g.12,Vilnius
- Bendras plotas – 79,69m2
- Kambarių sk. – 3;
- Aukštas – 5 iš 9;
- Namo tipas - Mūrinis;
- Statybos metai - 2016 m.;
- Langų kryptis: rytai/vakarai
- Šildymas - centrinis-kolektorinis su individualia apskaita;
- Būklė - pilnai įrengtas
- Parkavimas - požeminė (po namu) parkavimo vieta priklauso butui,ji parduodama už papildomą kainą . Yra galimybė isigyti antžemines parkavimo vietas šalia namo.
P.S.NT BROKERIŲ PASLAUGOS NEDOMINA",+37069085580
Vilnius, Senamiestis, Pamėnkalnio g., 3 kambarių butas,4318,28,72,280000,3415,,,82.0,3,2,4,1940,,Mūrinis,Dujinis,Įrengtas,,,Aukštos lubos,Balkonas,,,,250,120,30,150,7,18.53,23.73,7.0,8.0,1.4,2.5,"Biuro plotas: 82 kv.m . Iš balkono matomas Tauro kalnąs.

Kabinetinė sistema, kuri gali būti apjungta į vieną didelę erdvė.
Šildymas dujinis.
Aukštas: 2
Virtuvėlė, san.mazgas
Yra balkonas
Priešais yra didelė miesto mokama parkavimo aikštelė.
RC statusas butas",+370 643 99696
Vilnius, Šiaurės miestelis, J. Kubiliaus g., 2 kambarių butas,4504,97,57,208000,4105,4,,50.67,2,4,7,2006,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Yra liftas Nauja kanalizacija Nauja elektros instaliacija Internetas Virtuvė sujungta su kambariu,Balkonas Rūsys Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Indaplovė Vonia,Šarvuotos durys Signalizacija Kodinė laiptinės spyna,,180,180,300,270,4,,,16.5,24.5,3.1,6.6,"Parduodamas išskirtinės kokybės ir dizaino butas su pilna prabangaus interjero įranga.

Parduodamas erdvus ir prabangiai įrengtas butas, kuriame kiekviena detalė apgalvota su meile ir preciziškumu. Įrengimui naudotos tik aukščiausios kokybės medžiagos ir furnitūra, užtikrinančios ilgaamžiškumą bei nepriekaištingą estetiką.

Pagrindiniai privalumai:
• Išskirtinės MDF plokštės vidaus durys su elegantiškomis Tupai rankenomis ir tyliai užsidarančiomis magnetinėmis spynomis.
• Visi baldai gaminti pagal individualų projektą iš aukščiausios kokybės MDF plokščių, naudojant patikimą Blum furnitūrą.
• Įspūdinga beveik 4 metrų ilgio įėjimo spinta, siekianti lubas, su veidrodinėmis durimis, kurios vizualiai praplečia erdvę.
• Atskira rūbinė su dvipusėmis uždaromis spintomis ir dideliu veidrodžiu per visą aukštį – patogumui bei elegancijai.
• Virtuvė – tikra šeimininko svajonė, su aukščiausios klasės Neff buitine technika: orkaite, indukcine kaitlente ir indaplove.
• Išmanus LED apšvietimas su judesio davikliais – patogumui ir jaukumui.

Vonios kambarys:
• Malonų komfortą užtikrina elektrinės šildomos grindys.
• Villeroy & Boch prabangos klasės santechnika – ergonomiškas WC, elegantiškas praustuvas ir stilinga vonia.
• Hansgrohe aukščiausios klasės maišytuvai bei dušo įranga užtikrina išskirtinę vandens srovės kokybę ir patvarumą.

Grindys ir tekstilė:
• Visame bute – Bonum Wood natūralaus ąžuolo parketlentės, suteikiančios šilumos ir prabangos pojūtį.
• Langus puošia aukštos kokybės audinių užuolaidos, sukuriančios jaukią ir harmoninę namų atmosferą.

• Balkonas – ideali vieta mėgautis rytine kava ar vakaro ramybe.
• Erdvus rūsys (5,43 m²) – patogiam daiktų sandėliavimui ir organizuotai erdvei namuose.

Šis butas – ne tik namai, bet ir gyvenimo būdo išraiška. Tobulai subalansuotas dizainas, aukščiausios kokybės medžiagos bei funkcionalumas sukuria erdvę, kurioje kiekviena diena tampa malonumu. Įsikelkite ir gyvenkite prabangiai nuo pirmos dienos – be jokių papildomų investicijų.",+370 659 70093
Vilnius, Senamiestis, Sodų g., 3 kambarių butas,2694,31,50,235000,3362,11,,69.9,3,2,3,1940,,Mūrinis,"Dujinis, kietu kuru",Įrengtas,,,Aukštos lubos,Vieta automobiliui,,,,140,140,150,100,7,,,12.5,1.5,3.2,0.2,"3 KAMBARIŲ BUTAS SU AUKŠTOMIS LUBOMIS IR UŽDARU VIDINIU KIEMU AUTENTIŠKAME MŪRINIAME SENAMIESČIO NAME SODŲ G., NETOLI V. ŠOPENO G.

PRIVALUMAI:
-- Prieš keletą mėnesių atliktas KAPITALINIS NAMO STOGO REMONTAS;
-- Mūrinis namas;
-- Namą administruoja ""Civinity Namai"";
-- Bute nėra ""nešančių"" sienų, tad išplanavimą galite lengvai keisti pagal savo individualius poreikius;
-- Laiptinėje iš viso tik 3 butai;
-- Plastikiniai langai orientuoti į vidinį namo kiemą;
-- Aukštos lubos suteikia erdvės pojūtį;
-- Galimybė įsirengti židinį;
-- Dujinis šildymas (katilas pakeistas 2017 m.).

IŠPLANAVIMAS:
-- Virtuvė;
-- 3 atskiri kambariai (14,58 kv.m, 11,20 kv.m, 6,8 kv.m);
-- Koridorius (11,71 kv.m);
-- WC;
-- Patalpa/Sandėliukas, kurį galima sujungti su butu (11,08 kv.m).

PARKAVIMAS:
-- Automobiliams parkuoti skirtas uždaras vidinis namo kiemas (įrengti automatiniai vartai);
-- Taip pat savivaldybėje galėsite gauti leidimą papildomą automobilį parkuoti mokamoje zonoje šalia namo.

VIETA:
-- Aplink gerai išvystyta infrastruktūra;
-- Šalia Sodų, V. Šopeno ir Gėlių gatvių sankirtos;
-- Netoliese ""Halės turgus"";
-- Aplink viešojo transporto stotelės.

SKAMBINKITE JUMS PATOGIU LAIKU IR SUTEIKSIU DAUGIAU INFORMACIJOS",+370 674 31251
Vilnius, Fabijoniškės, S. Stanevičiaus g., 3 kambarių butas,4088,81,47,141000,2124,50,,66.37,3,8,9,1989,,Blokinis,Centrinis,Įrengtas,,"Šiaurė, rytai",Yra liftas,,,,1098-9010-2016:0030,170,340,110,150,5,11.13,17.83,24.5,28.0,7.2,8.7,"PARDUODAMAS ERDVUS IR JAUKUS 3 KAMBARIŲ BUTAS STANEVIČIAUS G. FABIJONIŠKĖSE!
Butas labai patogioje vietoje su išvystyta infrastruktūra – miesto centras lengvai pasiekiamas viešuoju transportu, aplink prekybos centrai, darželiai, mokyklos, sporto klubai. Puikus pasirinkimas tiems, kas vertina žalumą, ramybę ir patogią infrastruktūrą. Mėgstantiems pasivaikščiojimus - šalia Cedrono aukštupio kraštovaizdžio draustinis, Šeškiuko ežerėlis su aplink esančiais pėsčiųjų takais. Iki Vilniaus miesto centro vos 10 min. kelio automobiliu.
_________________________________
PRIVALUMAI:
- Parduodamas su baldais ir buitine technika;
- 3 nepereinami kambariai;
- Bute yra drabužinė - sandėliukas;
- Du įstiklinti balkonai suteikia papildomas erdves ir gražius vaizdus (viename iš balkonų įrengta darbo erdvė);
- Tvarkinga laiptinė su domofonu;
- Yra liftas;
- Namą administruoja ir prižiūri namo bendrija įsikūrusi laiptinės I-ame aukšte;
- Bendra automobilių stovėjimo aikštelė šalia namo;
- Butui priklauso erdvus rūsys, kuriame tilps dviračiai ir kiti namų reikmenys;
- Netoliese 2 darželiai ir 2 mokyklos – idealu šeimai su vaikais;
- Šalia pagrindinės gatvės atnaujinta dviračių ir pėsčiųjų infrastruktūra;
- Namo kieme atnaujinta vaikų žaidimo aikštelė;
- Patogus susisiekimas tiek viešuoju, tiek nuosavu transportu (iki viešojo transporto stotelės 200m).
___________________________________
BENDRA INFORMACIJA:
- Adresas: S.Stanevičiaus g.50, Vilnius;
- Bendras plotas - 66.37 kv.m;
- Kambarių skaičius – 3;
- Aukštas - 8 iš 9;
- Namo tipas - blokinis;
- Statybos metai - 1989.
- Šildymas: centrinis.
___________________________________
IŠPLANAVIMAS:
- Svetainė ~ 16,99 kv.m;
- Pirmas miegamasis kambarys ~ 12,87 kv.m;
- Antras miegamasis kambarys ~ 9,75 kv.m;
- Virtuvė ~ 9,41 kv.m
- Vonios kambarys ~ 2,55 kv.m;
- WC ~ 0.9 kv.m;
- Drabužinė ~ 1,94 kv.m",+370 668 08047
Vilnius, Žirmūnai, Žirmūnų g., 3 kambarių butas,4606,40,53,144000,2349,39,7,61.29,3,3,5,1965,,Blokinis,Centrinis,Įrengtas,,"Šiaurė, pietūs, rytai",,,,,,180,110,240,340,,,,15.0,21.5,4.2,6.7,"Parduodamas jaukus įrengtas butas Žirmūnų g. 39. Butas trečiame aukšte iš penkių. Butas idealioje vietoje tiems, kurie mėgsta žalias erdves, ramybę, o kartu nori būti netoli centro, prekybos centrų.

PRIVALUMAI:
1. Butas šviesus: langai išdėstyti net trimis kryptimis (šiaurė, rytai, pietūs).
2. Namas labai gražioje vietoje: aplinkui labai daug žalios erdvės, suaugusių medžių, kurių dėka vasarą bute nėra karšta, naujai sutvarkyta aplinka, naujai iškloti šaligatviai, nauji suoliukai. Visiškai šalia parkas ir upė.
3. Labai gera namo dislokacija turintiems vaikų: šalia namo yra gražiai sutvarkyta mokykla, naujai įrengta vaikų žaidimo aikštelė ir poilsio aikštelė, labai daug žalios erdvės vaikų bėgiojimui, pasivaikščiojimui.
4. Labai rami vieta: vaikų žaidimo aikštelė yra atokiau nuo buto, nesigirdi vaikų šurmulio; namas yra toliau nuo pagrindinės gatvės; laiptinė - atokiau nuo gatvelių, kuriomis važiuoja automobiliai - bute visiškai nesigirdi transporto triukšmo.
5. Gražus vaizdas per langus.
6. Parduodama kartu su sandėliuku rūsyje.
7. Visi kambariai izoliuoti, nėra pereinamų.
8. Pakeisti langai (plastikiniai), šarvo durys.
9. Butui priklauso didelis balkonas.
10. Laiptinė rakinama.
11. Visada yra kur pastatyti automobilį.
BUTAS PARDUODAMAS BE TARPININKŲ.",+37066394501
Vilnius, Pašilaičiai, Gabijos g., 3 kambarių butas,4697,66,34,175000,2698,42,,64.86,3,4,6,2013,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,Yra liftas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui Drabužinė,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Vonia,Šarvuotos durys Kodinė laiptinės spyna Vaizdo kameros,,10,270,210,140,,,,24.5,28.0,8.1,9.6,"Parduodamas kokybiškai įrengtas 3 kambarių butas Pašilaičiuose, Gabijos g. (parduodamas kartu su išpirkta žeme, reikalinga butui eksploatuoti).
PARDUODA SAVININKAS.
BROKERIŲ PASLAUGŲ NEREIKIA, PRAŠAU NETRUKDYTI!!!

Šviesus, erdvus ir jaukus butas 2013 m. statybos name. Su visais baldais ir buitine technika. Kokybiškai įrengtas. Parduodamas iš pirmų butą įsigijusių savininkų. Miegamuosiuose integruotos erdvios uždaromos spintos, gamintos pagal specialų užsakymą. Miegamojo lova didelių nestandartinių matmenų, gaminta pagal specialų užsakymą. Itin žemi komunaliniai mokesčiai (reguliuojamas šildymas, 30-35 eur). Teritorija ir garažas stebimi vaizdo kameromis. Kodinė laiptinės spyna, šarvo tipo durys. Vonios kambaryje šildomos grindys.

Butui priklauso ir uždaras garažas (parduodamas kartu su išpirkta žeme, reikalinga garažui eksploatuoti) (20.38 kv. m.) (garažo planas pridedamas), nuo buto labai arti strategiškai patogioje vietoje - liftu į apačią - ir Jūs jau savo garaže!!!parduodamas už papildomą mokestį: 25 000 eur.

Išplanavimas: svetainė su virtuve (22,86 kv. m.); 2 atskiri kambariai (izoliuoti miegamieji) (10 kv. m. ir 15,93 kv. m.); vonios kambarys ir tualetas (4,2 kv. m.). Buto plotas: 52,99 kv. m. Du labai labai erdvūs balkonai per viso buto ilgį (8,32 kv. m. + 3,55 kv. m. = 11,87 kv. m.) !!! Puikiai pasitarnaus poilsio zonoms ar sandėliavimui, yra galimybė įsistiklinti ir turėti visiškai izoliuotas zonas (ne vieni kaimynai šiame name tai yra sėkmingai pasidarę). Buto planas pridedamas, tik jame nėra nurodytas 10 kv. m. miegamasis, jis jame atvaizduotas dar sujungtas su svetaine ir virtuve, viso 32,86 kv. m. plane.

Vieta: puikiai išvystyta infrastruktūra – šalia visi didieji prekybos centrai (Maksima, Lidl, Iki, Rimi, Norfa) , mokyklos (Gabijos progimnazija vos keli žingsniai, Gabijos gimnazija labai arti), darželiai (pvz. Gabijėlė). Puikus susisiekimas tiek viešuoju, tiek nuosavu transportu su miesto centru, netoli viešojo transporto stotelės. Greta vakarinio aplinkelio.

For sale is a quality furnished 3-room apartment in Pašilaičiai, Gabijos g. (sold together with the purchased land, necessary for the operation of the apartment).
FOR SALE BY THE OWNER.
NO BROKER SERVICES NEEDED, PLEASE DO NOT DISTURB!!!

Bright, spacious and cozy apartment in a house built in 2013. With all furniture and household appliances. High-quality furnished. For sale from the first owners who purchased the apartment. The bedrooms have integrated spacious closets, made to order. The bedroom bed is of large non-standard dimensions, made to order. Extremely low utility bills (regulated heating, 30-35 eur). The territory and garage are monitored by video cameras. Code lock for the staircase, armored door. Heated floors in the bathroom.

The apartment also has a closed garage (sold together with the purchased land required for the operation of the garage) (20.38 sq. m.) (garage plan attached), very close to the apartment in a strategically convenient location - take the elevator downstairs - and you are already in your garage!!! sold for an additional fee: 25,000 eur.

Layout: living room with kitchen (22.86 sq. m.); 2 separate rooms (isolated bedrooms) (10 sq. m. and 15.93 sq. m.); bathroom and toilet (4.2 sq. m.). Apartment area: 52.99 sq. m. Two very spacious balconies along the entire length of the apartment (8.32 sq. m. + 3.55 sq. m. = 11.87 sq. m.) !!! It will serve perfectly for recreation areas or storage, there is an opportunity to glaze and have completely isolated zones (not a few neighbors in this house have successfully done this). The apartment plan is attached, but it does not indicate a 10 sq. m. bedroom, it is depicted in it still connected to the living room and kitchen, a total of 32.86 sq. m. on the plan.

Location: excellently developed infrastructure - nearby all large shopping centers (Maksima, Lidl, Iki, Rimi, Norfa), schools (Gabijos progymnasium just a few steps away, Gabijas gymnasium very close), kindergartens (e.g. Gabijėlė). Excellent communication with the city center by both public and private transport, near a public transport stop. Near the western bypass.

Продаётся качественно меблированная 3-комнатная квартира в Пашилайчяй, ул. Габийос (вместе с приобретённым земельным участком, необходимым для эксплуатации квартиры).
ПРОДАЁТ СОБСТВЕННИК.
УСЛУГИ АГЕНТОВ НЕ НУЖНЫ, ПРОСЬБА НЕ БЕСПОКОИТЬ!!!

Светлая, просторная и уютная квартира в доме 2013 года постройки. Со всей мебелью и бытовой техникой. Качественная мебель. Продаётся от первых владельцев, которые приобрели квартиру. В спальнях встроенные вместительные шкафы, изготовленные на заказ. Кровать в спальне большая, нестандартных размеров, изготовленная на заказ. Очень низкие коммунальные платежи (регулируемое отопление, 30-35 евро). Территория и гараж находятся под видеонаблюдением. Кодовый замок на лестничной клетке, бронированная дверь. В ванной комнате тёплые полы.

В квартире также есть закрытый гараж (продаётся вместе с приобретённым участком земли, необходимым для эксплуатации гаража) (20,38 кв. м) (план гаража прилагается), расположенный совсем рядом с квартирой в стратегически удобном месте — спускаетесь на лифте вниз — и вы уже в своём гараже!!! Продаётся за дополнительную плату: 25 000 евро.

Планировка: гостиная с кухней (22,86 кв. м); 2 отдельные комнаты (изолированные спальни) (10 кв. м и 15,93 кв. м); ванная комната и туалет (4,2 кв. м). Площадь квартиры: 52,99 кв. м. Два очень просторных балкона по всей длине квартиры (8,32 кв. м + 3,55 кв. м = 11,87 кв. м)!!! Он прекрасно подойдёт для зоны отдыха или хранения вещей, есть возможность остеклить и сделать полностью изолированные зоны (несколько соседей в этом доме успешно это сделали). План квартиры прилагается, но на нём не указана спальня площадью 10 кв. м, а изображена в сочетании с гостиной и кухней, общая площадь на плане составляет 32,86 кв. м.

Расположение: прекрасно развитая инфраструктура — рядом все крупные торговые центры (Maksima, Lidl, Iki, Rimi, Norfa), школы (прогимназия Габиёс всего в нескольких шагах, гимназия Габиёс совсем рядом), детские сады (например, Gabijėlė). Отличное транспортное сообщение с центром города как общественным, так и личным транспортом, рядом остановка общественного транспорта. Рядом с западной объездной дорогой.",+370 663 94951
Vilnius, Naujamiestis, Naugarduko g., 3 kambarių butas,2789,43,21,319000,5727,50B,,55.7,3,3,8,2020,,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,,,,260,330,50,160,,,,16.5,8.5,3.9,1.5,"PARDUODAMAS ŠVIESUS IR JAUKUS 3 KAMBARIŲ BUTAS NAUJAMIESTYJE, NAUGARDUKO GATVĖJE

Ieškote jaukių ir stilingų namų miesto širdyje? Šis šviesus, erdvus 3 kambarių butas trečiame aukšte – puiki vieta patogiam ir kokybiškam gyvenimui pačiame Vilniaus centre.

Išskirtinė vieta – žalumos apsuptyje.
Butas įsikūręs itin patrauklioje lokacijoje – šalia namo didelė, neužstatoma žalioji zona su Amatų skveru, vaikų žaidimų aikštelėmis, poilsio ir aktyvaus laisvalaikio erdvėmis.
Tai ramybės oazė miesto šurmulyje, kurioje galėsite mėgautis gamta, pasivaikščiojimais ir kokybišku laiku su šeima ar draugais.

BUTO PRIVALUMAI:
- Funkcionalus išplanavimas – visi baldai gaminti pagal individualų užsakymą, siekiant efektyviai išnaudoti erdvę ir sukurti maksimalų komfortą.
- Modernus ir jaunatviškas – tvarkingas pastatas su aktyvia bendrija ir draugiška kaimynyste.
- Ekonomiškas – individualiai reguliuojamas šildymas leidžia kontroliuoti sąnaudas ir išlaikyti nedideles sąskaitas.
- Erdvus balkonas (6 kv. m) – iš jo atsiveria ramus, žalias vaizdas į parką, sukuriantis privatumo ir poilsio jausmą.
- Natūrali šviesa – pietų ir pietryčių kryptimi orientuoti langai užtikrina šviesius namus visą dieną.
- Strategiškai patogi vieta – vos 15 min. pėsčiomis iki Rotušės. Netoliese – verslo centrai (Vinted, Cyber City ir kt.), darželiai, mokyklos, prekybos centrai, gydymo įstaigos, restoranai, kavinės.

GYVYBINGA KAIMYNYSTĖ
Tapkite Naujamiesčio bendruomenės dalimi – susitiksite kaimynus mindami dviračius, ilsėdamiesi Amatų skvere ar rinkdamiesi šviežias gėrybes Naugarduko turgelyje. Aplankykite CyberCity technologijų parke įsikūrusias kavinukes, naudokitės šiuolaikiška infrastruktūra ir mėgaukitės jaukiomis viešosiomis erdvėmis.

PARKAVIMAS:
- Patogus, nemokamas parkavimas šalia namo.
- Pageidaujant, galima įsigyti požeminę parkavimo vietą už papildomą kainą.

Galbūt tai – jūsų nauji namai?
Susisiekite ir atvykite apžiūrėti – tai gali būti pirmas žingsnis į jaukų ir kokybišką gyvenimą miesto centre.

Butas parduodamas be tarpininkų.",+37069128276
Vilnius, Pilaitė, Vorupės g., 4 kambarių butas,3480,56,109,179000,1989,,,90.0,4,1,2,2023,,Mūrinis,Dujinis,Dalinė apdaila,A+,"Vakarai, rytai",Atskiras įėjimas Aukštos lubos Butas per kelis aukštus Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Virtuvė sujungta su kambariu,Sandėliukas Terasa Vieta automobiliui Drabužinė,Šildomos grindys,Šarvuotos durys,,280,22,840,900,2,,,41.0,41.0,11.7,14.9,"A+ ENERGINIO NAUDINGUMO KLASĖS KOTEDŽAI PILAITĖJE, Vorupės gatvėje!

REZERVUOKITE JUMS PATOGŲ LAIKĄ APŽIŪRAI:
Tel. +370 620 11 422 arba el. p. zilvinas@apus.lt

VIETA IR APLINKA
• Vilniaus miestas, Pilaitė, Vorupės g. 33.
• Privažiavimas nuo Dumnavos arba Zujūnų g.
• Vos 10 km nuo Vilniaus miesto centro.
• Kaimynystėje nauji mažaaukščiai gyv. namai.

KOTEDŽŲ SUPLANAVIMAI
• Kotedžų bendrasis plotas - 88-90 kv. m.
• 2 aukštai, 4 kambariai (3 miegamieji).
• Sandėliukas, drabužinė, 2 san. mazgai.
• Erdvūs kiemas su 12 kv. m medine terasa.
• Kraštiniuose kotedžuose galima prisistatyti pastogę automobiliams.

PIRMAS AUKŠTAS
• Holas (koridorius) - 3,96 kv. m.
• Sandėliukas - 3,52 kv. m.
• San. mazgas (WC, dušas) - 5,04 kv. m.
• Svetainė su virtuve - 32,60 kv. m.

ANTRAS AUKŠTAS
• Holas (koridorius) - 3,27 kv. m.
• Miegamasis - 12,08 kv. m.
• Drabužinė prie miegamojo - 2,80 kv. m.
• Vaikų kambariai - 8,40 kv. m.
• Vonios kamabrys - 6,65 kv. m.

MEDŽIAGOS IR APDAILA
• Statybai naudojamos sertifikuotos statybinės medžiagos.
• Kotedžai atitinka A+ energinio naudingumo klasę.
• Pamatai - poliniai, apšiltinti putų polistirenu (20 cm).
• Sienos - betoniniai HAUS blokeliai (20 cm).
• Sienos apšiltintos NEOPORU (26 cm).
• Plastikiniai, 6 kamerų, 3-jų stiklų langai.
• Stogo danga - plieninės skardos lakštai.
• Įrengta lietaus vandens nuvedimo sistema.
• Fasado apdaila - dekoratyvinis tinkas ir plytelės.
• Durys - šarvo tipo su užraktu ir spyna.
• Betonuotos 1 aukšto grindys, apšiltintos polistireniniu putpasčiu (200 mm).
• Betonuotos 2 aukšto grindys, įrengta grindų garso izoliacija (50 mm).
• 1 ir 2 aukšte įrengtas grindinis šildymas, vandentiekis ir kanalizacija.
• 1 ir 2 aukšte atlikta elektros ir silpnųjų srovių instaliacija.
• 1 ir 2 aukšte gipsiniu tinku tinkuotos vidaus sienos.
• Stogas apšiltintas 300 mm putų poliuretanu.
• Betonuoti laiptai iš pirmo į antrą aukštą.
• Galimi papildomi darbai atskiru susitarimu.

KOMUNIKACIJOS
• Vandentiekis (artezinis gręžinys).
• Kanalizacija (biologiniai valymo įrengimai).
• Elektros ir gamtinių dujų įvadai.
• Individualus dujinis šildymas.
• Šviesolaidis (internetui ir televizijai).

SKLYPAS
• Vienam kotedžui priklauso 1,51-3,43 arų žemės sklypas.
• Kiekvienam kotedžui trinkelėmis grįsta aikštelė 2 automobiliams.
• Sklypas aptvertas tvora, pasėta veja, pasodintos tujos.

SUSISIEKIMAS
• 10 km arba 15 minučių automobiliu iki Vilniaus centro.
• Gyvenvietėje važiuoja miesto viešasis transportas.

KOTEDŽŲ KAINA
• Vidurinis kotedžas su 1,51-1,88 arų žemės sklypu 179.000 EUR.
• Kraštinis kotedžas +20.000 EUR. Laisvas paskutinis toks kotedžas.

FINANSAVIMAS
Pasirūpinsime palankiomis būsto kredito sąlygos visuose kredito įstaigose!

KONTAKTAI
Žilvinas Steiblys
Tel. +370 620 11 422
El. p. zilvinas@apus.lt

STATYBOS DARBAMS SUTEIKIAMA 5 METŲ GARANTIJA!",+370 620 11422
